line_id,name,code,colour,operator,network,mode,frequency,opening_hours,frequency_exceptions
Line:relation:11538539,woro woro : Terminus sotra ↔ Maison blanche,,,divers,Woro-woro de Marcory,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:11538775,woro woro : Carrefour lycée ↔ CTAO,,,divers,Woro-woro de Marcory,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:11539470,woro woro :Terminus sotra ↔ CTAO,,,divers,Woro-woro de Marcory,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:11539584,woro woro : Hibiscus ↔ Mairie de Marcory,,,divers,Woro-woro de Marcory,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:10647547,woro woro : Marché de Port-Bouët ↔ Vridi Cité,,,divers,Woro-woro de Port-Bouët,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:10647596,woro woro : Marché de Port-Bouët ↔ Vridi Canal,,,divers,Woro-woro de Port-Bouët,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:10647737,woro woro : Marché de Port-Bouët ↔ Anani,,,divers,Woro-woro de Port-Bouët,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:10670070,woro woro : Marché de Port-Bouët ↔ Port de Pêche,,,divers,Woro-woro de Port-Bouët,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:10670151,woro woro : Carrefour Aéroport ↔ Aéroport,,,divers,Woro-woro de Port-Bouët,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11702225,woro woro : Terre Rouge ↔ Carrefour deux poteaux,,,divers,Woro-woro de Port-Bouët,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11702278,woro woro : Terre Rouge ↔ Benogosso,,,divers,Woro-woro de Port-Bouët,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:10408771,woro woro : Treichville Gare de Bassam ↔ Treichville Gare Bateau-bus,,,divers,Woro-woro de Treichville,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:10408836,woro woro : Yopougon Gabriel gare ↔ Yopougon Micao,,,divers,Woro-woro de Yopougon,bus,00:20,"Mo-Su,PH 05:00-22:00",
Line:relation:11544387,woro woro : Siporex ↔ Toit rouge Jean-Paul2,,,divers,Woro-woro de Yopougon,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:11544470,woro woro : Siporex ↔ Koweit,,,divers,Woro-woro de Yopougon,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:11548462,woro woro : Siporex ↔ Andokoi,,,divers,Woro-woro de Yopougon,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:11555785,woro woro : Sapeur Pompier ↔ Camp Militaire,,,divers,Woro-woro de Yopougon,bus,,"Mo-Su,PH 05:00-22:00",
Line:relation:11555928,woro woro : Sapeur Pompier ↔ Terminus 40,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11569330,woro woro : Gabriel Gare ↔ Prison Civile,,,divers,Woro-woro de Yopougon,bus,00:20,"Mo-Su,PH 05:00-22:00",
Line:relation:11569444,woro woro : Siporex ↔ Camp militaire,,,divers,Woro-woro de Yopougon,bus,00:20,"Mo-Su,PH 05:00-22:00",
Line:relation:11572895,woro woro : Gabriel Gare ↔ Mossikro,,,divers,Woro-woro de Yopougon,bus,00:30,"Mo-Su,PH 05:00-22:00",
Line:relation:11578622,woro woro : Complexe ↔ Koweit,,,divers,Woro-woro de Yopougon,bus,00:20,"Mo-Su,PH 05:00-22:00",
Line:relation:11580511,woro woro : BHCI ↔ Toit rouge Jean-Paul 2,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11580548,woro woro : BHCI ↔ Lama Fofana,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11581068,woro woro : BHCI ↔ Sapeur Pompier,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11581116,woro woro : Palais ↔ Toit rouge Jean-Paul 2,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11581529,woro woro : Camp Militaire ↔ Saguidiba,,,divers,Woro-woro de Yopougon,bus,15,"Mo-Su,PH 05:00-22:00",
Line:relation:11581693,woro woro : Camp Militaire ↔ Abobo Doumé,,,divers,Woro-woro de Yopougon,bus,20,"Mo-Su,PH 05:00-22:00",
Line:relation:11581798,woro woro : Sable nouveau goudron ↔ Mossikro,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11581842,woro woro : Sable nouveau goudron ↔ Millionnaire Antenne,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11583609,woro woro : Sapeur Pompier ↔ Saguidiba,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11583655,woro woro : Palais ↔ Camp Militaire,,,divers,Woro-woro de Yopougon,bus,00:15,"Mo-Su,PH 05:00-22:00",
Line:relation:11583703,woro woro : Koweit ↔ Toit rouge Jean-Paul 2,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11583900,woro woro : Camp Militaire ↔ Koweit,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11588596,woro woro : Palais ↔ Sapeur Pompier,,,divers,Woro-woro de Yopougon,bus,00:05,"Mo-Su,PH 05:00-22:00",
Line:relation:11588862,woro woro : BHCI ↔ Complexe,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11588965,woro woro : Keneya ↔ Nouveau Goudron,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11589210,woro woro : Zone industrielle ↔ Sable nouveau groudron,,,divers,Woro-woro de Yopougon,bus,00:10,"Mo-Su,PH 05:00-22:00",
Line:relation:11592385,woro woro : Carrefour Zone ↔ Zone industrielle,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11592419,woro woro : Carrefour Zone ↔ Micao,,,divers,Woro-woro de Yopougon,bus,15,"Mo-Su,PH 05:00-22:00",
Line:relation:11592466,woro woro : Keneya ↔ Carrefour CHU,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11592571,woro woro : Mairie ↔ Gabriel Gare,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11592774,woro woro : Bel air ↔ Gabriel Gare,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11592840,woro woro : Coopec ananeraie ↔ Carrefour Oasis,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11596432,woro woro : Keneya ↔ Coopec ananeraie,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11596455,woro woro : Bel air ↔ Keneya,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11596584,woro woro : Palais ↔ Koweit,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11596698,woro woro : Palais ↔ Abobo Doumé,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11596735,woro woro : Bel air ↔ Mossikro,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11596752,woro woro : Bel air ↔ Millionnaire Antenne,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11596793,woro woro : Sapeur Pompier ↔ Toit rouge Jean-Paul 2,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11596832,woro woro : Abobo Doumé ↔ Toit rouge Jean-Paul 2,,,divers,Woro-woro de Yopougon,bus,20,"Mo-Su,PH 05:00-22:00",
Line:relation:11596868,woro woro : Koweit ↔ Sable,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11596890,woro woro : Koweit ↔ Abobo Doumé,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
Line:relation:11619625,woro woro : Terminus 40 ↔ Camp Militaire,,,divers,Woro-woro de Yopougon,bus,10,"Mo-Su,PH 05:00-22:00",
Line:relation:11619658,woro woro : Terminus 40 ↔ Toit rouge Jean-Paul 2,,,divers,Woro-woro de Yopougon,bus,20,"Mo-Su,PH 05:00-22:00",
Line:relation:11619704,woro woro : Terminus 40 ↔ Abobo Doumé,,,divers,Woro-woro de Yopougon,bus,20,"Mo-Su,PH 05:00-22:00",
Line:relation:11702381,woro woro : Marché 23è ↔ Zone industrielle,,,divers,Woro-woro de Yopougon,bus,5,"Mo-Su,PH 05:00-22:00",
